Account Name,City,Address,County State,Zip Code,R12 Segment,R36 New Unit Revenue,R12 Service Revenue,R12 Rental Revenue,R12 Aftermarket Revenue,Min of Latitude,Min of Longitude
HORNER INDUSTRIAL,TERRE HAUTE,3601 SCHERER RD,Vigo IN,47804,D3,$0,$600,$0,$600,39.50942400,-87.35924700
HOSE POWER,INDIANAPOLIS,5520B KOPETSKY DR,Marion IN,46217,P,$0,$0,$0,$0,39.68488800,-86.19317800
HOTEL TANGO WHISKEY,INDIANAPOLIS,1101 E 16th ST,Marion IN,46202,D3,$0,$0,$0,$1543,39.78842600,-86.13966900
HOVAIR,FRANKLIN,211 PROVINCE ST,Johnson IN,46131,C2,$0,$29321,$3545,$32866,39.49107441,-86.05296227
HOWARD AGRONOMY,DELPHI,1170 S 800 W,Carroll IN,46923,P,$0,$0,$0,$0,,
HOWARD ASPHALT LLC,INDIANAPOLIS,2916 KENTUCKY AVENUE,Marion IN,46221,D3,$0,$0,$0,$6493,39.72335642,-86.21874042
HOWELL FARMS,SUMMITVILLE,16178 N 300 E,Madison IN,46070,D3,$0,$1074,$0,$1074,40.33819400,-85.61536500
HQA FILTRATION,INDIANAPOLIS,5779 PARK PLAZA CT,Marion IN,46220,D3,$0,$472,$0,$472,39.87859840,-86.07369500
HRC ROOFING & SHEET METAL,COLUMBUS,2845 RDWAY DR,Bartholomew IN,47201,P,$0,$0,$0,$0,,
HUBLER FORD,SHELBYVILLE,2605 E STATE ROAD 44,Shelby IN,46176,D3,$0,$258,$0,$258,39.52492400,-85.73856400
HUBLER FORD FRANKLIN,INDIANAPOLIS,8202 US 31 SOUTH,Marion IN,46227,D3,$0,$235,$0,$235,,
HULL LIFT TRUCK,ELKHART,28747 OLD US 33 WEST,Adams OH,45616,P,$0,$0,$0,$0,,
HUNGRYROOT,INDIANAPOLIS,365 Strategy Drive,Marion IN,46229,C3,$0,$0,$0,$33741,39.76537600,-85.99733700
HUNTER NUTRITION,BROOKSTON,200 N SOUTH ST,White IN,47923,D3,$0,$2205,$0,$2205,40.60541200,-86.86630700
HURCO USA,INDIANAPOLIS,7220 WINTON DR,Marion IN,46268,C3,$0,$961,$1345,$24626,39.88819510,-86.24692700
HURCO USA,INDIANAPOLIS,ONE TECHNOLOGY WAY,Marion IN,46268,C3,$0,$22320,$0,$24626,39.88378700,-86.25113400
HUSTON ELECTRIC,FRANKLIN,651 S MORTON,Johnson IN,46131,D3,$0,$1081,$0,$2589,39.47264900,-86.06012500
HUSTON ELECTRIC INC,LAFAYETTE,2723 OLD ROMNEY RD,Tippecanoe IN,47909,D3,$0,$0,$0,$2589,40.38989327,-86.91298554
HUSTON ELECTRIC INC,WESTFIELD,1105 E 181ST ST,Hamilton IN,46074,D3,$0,$1263,$0,$2589,40.04983400,-86.14205000
HY TEK MATL HDLG,COLUMBUS,2222 RICKENBACKER PKWY W,Franklin OH,43217,P,$0,$0,$0,$0,39.82307100,-82.93923900
HYATT PLACE,INDIANAPOLIS,5500 WEST BRADBURY AVENUE,Marion IN,46241,P,$0,$0,$0,$0,39.73143205,-86.25340235
HYDRAULIC COMPONENT SPECIALISTS,INDIANAPOLIS,10655 E 59TH STREET,Marion IN,46236,P,$0,$0,$0,$0,39.86303663,-85.97870997
HYG FINANCIAL SERVICES,DANBURY,10 RIVERVIEW DR,Fairfield CT,06810,D3,$0,$2713,$0,$2713,41.42520150,-73.41017240
HYSTER YALE GROUP,GREENVILLE,PO BOX 12003,Pitt NC,27835,P,$0,$0,$0,$0,,
HYSTER-YALE GROUP,GREENVILLE,1400 SULLIVAN,Pitt NC,27835,P,$0,$0,$0,$0,35.65586400,-77.33989900
I P T C -INDYGO,INDIANAPOLIS,1501 W WASHINGTON ST,Marion IN,46222,D3,$0,$257,$0,$257,39.76728235,-86.18751128
IAC,GREENCASTLE,500 N FILLMORE RD,Putnam IN,46135,P,$0,$0,$0,$0,,
IAC,GREENCASTLE,750 S FILLMORE ROAD,Putnam IN,46135,P,$0,$0,$0,$0,39.64893683,-86.80085844
IAC,SOUTHFIELD,PO BOX 50,Oakland MI,48037,P,$0,$0,$0,$0,,
ICHINEN USA CORPORATION,INDIANAPOLIS,735 ST PAUL STREET,Marion IN,46203,D3,$0,$2092,$0,$2092,39.75691565,-86.12323875
IDEAL MEAT,INDIANAPOLIS,4224 W 71st ST,Marion IN,46268,P,$0,$0,$0,$0,39.88550705,-86.23302871
IDI COMPOSITES INTERNATIONAL,NOBLESVILLE,407 S 7TH ST,Hamilton IN,46060,C3,$0,$471,$0,$15783,40.04261791,-86.01534868
IDS,INDIANAPOLIS,2717 TOBEY DR,Marion IN,46219,D3,$0,$0,$669,$1299,39.80675590,-86.01717771
IDS,PLAINFIELD,9431 ALL POINTS PKWY,Hendricks IN,46168,D3,$0,$0,$0,$1299,,
IFP AUTOMATION,FISHERS,9084 TECHNOLOGY DRIVE,Hamilton IN,46038,D3,$0,$342,$0,$342,39.96147900,-86.00748900
IGNITION ARTS LLC,INDIANAPOLIS,3171 KIRKBRIDE WAY,Marion IN,46222,C2,$0,$4558,$6400,$11915,39.76867204,-86.21241124
IGNITION ARTS LLC,INDIANAPOLIS,5868 EAST 71ST ST,Marion IN,46220,C2,$0,$0,$800,$11915,39.88437980,-86.06732810
IGT GLOBAL SOLUTIONS CORP,INDIANAPOLIS,5252 DECATUR BLVD,Marion IN,46241,D3,$0,$6469,$0,$7540,39.68647165,-86.29175298
IKORCC/JATF LAFAYETTE CAM,LAFAYETTE,2953 SOUTH CREASY LANE,Tippecanoe IN,47903,P,$0,$0,$0,($121),40.38565961,-86.84122536
IKORCC/JATF WARSAW CAMPUS,WARSAW,1095 MARINERS DR,Kosciusko IN,46582,P,$0,($121),$0,($121),41.25335900,-85.82765100
ILLIANA TRUCK PARTS,TERRE HAUTE,909 N  25TH ST,Vigo IN,47803,D3,$0,$342,$0,$436,39.47810359,-87.37885600
ILLINI AG SOLUTIONS LLC,MILFORD,1470 EAST 1200N,Iroquois IL,60953,P,$0,$0,$0,$0,,
IMAGINEERING FINISHING TE,INDIANAPOLIS,2719 N EMERSON AVE,Marion IN,46218,D3,$0,$368,$0,$368,39.80657730,-86.08088936
IMEDCO AMERICA LTD,NOBLESVILLE,1730 E PLEASANT STREET,Hamilton IN,46060,P,$0,$0,$0,$0,40.04004400,-86.00137100
IMPACT FORGE,COLUMBUS,2805 W NORCROSS DR,Bartholomew IN,47202,C3,$0,$0,$0,$23263,39.13916000,-85.95487300
IMPACT RACING INC,INDIANAPOLIS,7991 W 21ST ST,Marion IN,46214,D3,$0,$528,$0,$528,39.79358745,-86.30243190
IMPD LOGISTICS,INDIANAPOLIS,1806 STOUT FIELD W DR,Marion IN,46241,D3,$0,$0,$0,$3280,39.74228853,-86.23497355
IMPERIAL POOLS INC,WHITESTOWN,5290 PERFORMANCE WAY,Boone IN,46075,P,$0,$0,$0,$0,39.96388400,-86.39142800
IN A PINCH RENT IT,MARTINSVILLE,1510 S OHIO STREET,Morgan IN,46151,D3,$0,($20),$2029,$6107,39.41296100,-86.42336680
IN SPACE LLC,LAFAYETTE,820 ROBERTS STREET,Tippecanoe IN,47904,D3,$0,$467,$0,$467,40.42982982,-86.88754000
INCLUSIVE MANAGEMENT SERVICES INC,FORT WQRTH,12917 ROYAL ASCOT DRIVE,Tarrant TX,76244,D3,$0,$0,$0,$8890,32.96260600,-97.28612500
INCLUSIVE MANAGEMENT SERVICES INC,INDIANAPOLIS,1202 E 38TH ST.,Marion IN,46205,D3,$0,$0,$8890,$8890,39.82934990,-86.13005470
"INCOG BIOPHARMA SERVICES, INC",FISHERS,12050 EXIT 5 PARKWAY,Hamilton IN,46037,P,$0,$0,$0,$0,39.96150073,-86.00054013
INDEPENDENT DAIRY,MONROE,126 N TELEGRAPH ROAD,Monroe MI,48162,P,$0,$0,$0,$0,41.92533701,-83.41374887
INDEPENDENT DENTAL EQUIPMENT SERVIC,INDIANAPOLIS,8442 BROOKVILLE ROAD,Marion IN,46239,D3,$0,$204,$0,$204,39.74831938,-86.01830960
INDEX CORPORATION,NOBLESVILLE,14700 NORTH POINTE BOULEVARD,Hamilton IN,46060,D3,$0,$172,$0,$172,40.00102000,-85.99907700
INDIANA AUTOMOTIVE EQUIPMENT,MAXWELL,212 N MAIN STREET,Hancock IN,46154,D3,$0,$0,$375,$375,39.85814306,-85.77009688
INDIANA BRICK CO,CARMEL,430 W CARMEL DR,Hamilton IN,46032,C3,$0,$1599,$6989,$12647,39.96229894,-86.13186345
INDIANA BRICK CO,INDIANAPOLIS,1580 EAST EPLER AVENUE,Marion IN,46227,C3,$0,$0,$3692,$12647,39.68757215,-86.13174224
INDIANA BRICK CO,INDIANAPOLIS,5007 W 96TH ST,Marion IN,46268,C3,$0,$0,$0,$12647,39.92575855,-86.24598591
INDIANA BRICK CO,INDIANAPOLIS,5518 SHELBY ST,Marion IN,46227,C3,$0,$0,$0,$12647,39.68590715,-86.13984626
INDIANA CONVENTION CENTER,INDIANAPOLIS,100 S. CAPITOL AVE,Marion IN,46225,C3,$0,$0,$0,$31982,39.76193520,-86.16216374
INDIANA CORRECTIONAL INDUSTRIES,CARLISLE,6908 S OLD US HWY 41,Sullivan IN,47838,D2,$0,$4278,$2160,$8450,38.97744700,-87.40108800
INDIANA CUSTOM FABRICATIONS,HOPE,220 RAYMOND STREET,Bartholomew IN,47246,P,$0,$0,$0,$0,39.30055293,-85.75451714
INDIANA EQUIP EXCHANGE,MOORESVILLE,1418 HANCEL PARKWAY,Morgan IN,46158,D3,$0,$0,$0,$552,39.57418418,-86.37875764
INDIANA GRAND CASINO,SHELBYVILLE,4300 N MICHIGAN RD,Shelby IN,46176,P,$0,$0,$0,$0,39.58788200,-85.82678800
INDIANA HOSPITALITY PROJECT LLC,MARION,908 S WASHINGTON ST,Grant IN,46953,P,$0,$0,$0,$0,40.55309516,-85.65990100
INDIANA IRON LLC,OTTERBEIN,5833 OLD US HWY. 52,Benton IN,47970,D2,$0,$0,$4724,$4260,,
INDIANA IRON LLC,OXFORD,206 S HOWARD STREET,Benton IN,47971,D2,$0,$0,$0,$4260,40.51910720,-87.24912960
INDIANA LIGHTING CENTERS,GREENWOOD,645 US 31 NORTH,Johnson IN,46142,D3,$0,$0,$0,$3112,,
INDIANA LIGHTING CENTERS,INDIANAPOLIS,5034 LAFAYETTE ROAD,Marion IN,46254,D3,$0,$2641,$0,$3112,39.84392255,-86.25570825
INDIANA LIGHTING CENTERS,INDIANAPOLIS,8060 N SHADELAND AVE,Marion IN,46250,D3,$0,$0,$0,$3112,39.90185445,-86.04619390
INDIANA LIMESTONE,BLOOMINGTON,7850 S.VICTOR PIKE,Monroe IN,47403,D2,$0,$0,$0,$7775,39.05998700,-86.58061400
INDIANA LIMESTONE,OOLITIC,301 MAIN STREET,Lawrence IN,47451,D2,$0,$1683,$5732,$7775,38.90067542,-86.52900344
INDIANA OXIDE,BRAZIL,PO BOX 423,Clay IN,47834,C3,$0,$0,$0,$23630,,
INDIANA OXYGEN,INDIANAPOLIS,6002 VICTORY WAY,Marion IN,46278,D3,$0,$4691,$0,$4691,39.87007280,-86.26632668
INDIANA PIONEER SALES LLC,MOORESVILLE,310 INDIANAPOLIS ROAD,Morgan IN,46158,D3,$0,$1077,$0,$1077,39.61765259,-86.36532956
INDIANA RECORDS MANAGERS,INDIANAPOLIS,6737 E 30TH ST,Marion IN,46219,P,$0,$0,$0,$0,39.80860420,-86.05162445
INDIANA RESEARCH,COLUMBUS,4571 N LONG RD,Bartholomew IN,47201,D3,$0,$0,$0,$958,39.24610000,-85.93695700
INDIANA STATE FAIRGROUNDS,INDIANAPOLIS,1202 E 38TH ST,Marion IN,46205,D3,$0,$0,$0,$2262,39.82934990,-86.13005470
INDIANA STATE FAIRGROUNDS,INDIANAPOLIS,1202 E 38TH ST.,Marion IN,46205,C3,$0,$0,$11580,$31982,39.82934990,-86.13005470
INDIANA STEEL & ENG.,BEDFORD,"957 ""J"" ST",Lawrence IN,47421,D3,$0,$0,$0,$347,,
INDIANA TASK FORCE,INDIANAPOLIS,2650 FORTUNE CIRCLE EAST,Marion IN,46241,D3,$0,$0,$0,$257,39.72717278,-86.25482995
INDIANA VETERANS HOME,WEST LAFAYETTE,3851 N RIVER RD,Tippecanoe IN,47906,D3,$0,$675,$0,$2751,40.47351634,-86.88426146
INDIANA WINDOW COVERINGS,WHITELAND,570 E TRACY RD,Johnson IN,46184,P,$0,$0,$0,$0,,
INDIANAPOLIS AIRPORT AUTHORITY,INDIANAPOLIS,2000 S BANNER AVENUE,Marion IN,46241,D3,$0,$342,$0,$4909,39.73754795,-86.28427333
INDIANAPOLIS SCALE COMPANY,CAMBY,10262 LEASES CORNER COURT,Morgan IN,46113,P,$0,$0,$0,$0,39.63334674,-86.34208969
INDIANAPOLIS SPEEDROME,INDIANAPOLIS,802 SOUTH KITLEY AVE,Marion IN,46219,D3,$0,$780,$0,$780,39.75754780,-86.05571410
INDIANA'S CHOICE GARAGE DOORS LLC,INDIANAPOLIS,5704 W 79TH STREET,Marion IN,46278,D3,$0,$0,$482,$482,39.89678060,-86.26198310
INDOT CRAWFORDSVILLE,CRAWFORDSVILLE,41 W 300N,Montgomery IN,47933,D3,$0,$0,$0,$88,,
INDPLS FIRE DEPT SUPPORT SERVICES,INDIANAPOLIS,2551 S BELMONT,Marion IN,46221,P,$0,$0,$0,$0,39.73058500,-86.19313700
INDPLS FLEET SERVICES,INDIANAPOLIS,1651 WEST 30TH ST,Marion IN,46208,D3,$0,$1027,$0,$3537,39.80937450,-86.19003295
INDPLS FLEET SERVICES - USE BP2187,INDIANAPOLIS,1725 S WESTBLDG 6,Marion IN,46225,P,$0,$0,$0,$0,,
INDPLS FLEET SERVICES - USE BP2187,INDIANAPOLIS,2551 S BELMONT,Marion IN,46221,D3,$0,$0,$0,$3537,39.73058500,-86.19313700
INDPLS FLEET SERVICES - USE BP2187,INDIANAPOLIS,2551 S BELMONT AVE,Marion IN,46221,P,$0,$0,$0,$0,39.73436185,-86.19296213
INDPLS FRUIT,INDIANAPOLIS,4501 MASSACHUSETTS AVE,Marion IN,46218,D3,$0,$0,$0,$6358,39.80505410,-86.09188379
INDPLS METAL SPINNING,INDIANAPOLIS,1924 MIDWEST BLVD,Marion IN,46214,P,$0,$0,$0,$0,39.79088790,-86.30137846
INDPLS PUBLIC TRANSPORT,INDIANAPOLIS,1501 W WASHINGTON ST,Marion IN,46222,D3,$0,$0,$0,$257,39.76728235,-86.18751128
INDPLS RACEWAY PARK,INDIANAPOLIS,10267 EAST U.S. HWY 136,Marion IN,46234,P,$0,$0,$0,$0,,
INDPLS ZOOLOGICAL SOCIETY,INDIANAPOLIS,1200 W WASHINGTON ST,Marion IN,46222,D3,$0,$0,$0,$127,39.76682130,-86.17605110
INDUS TRADE AND TECHNOLOGY,INDIANAPOLIS,8215 ZIONSVILLE,Marion IN,46218,D3,$0,$0,$2852,$7951,,
INDUSTRIAL & COMMERCIAL CONTRACTING,PLAINFIELD,1301 PERRY RD,Hendricks IN,46168,P,$0,$0,$0,$0,39.68908978,-86.35614764
INDUSTRIAL ACCESS CONTROLS LLC,INDIANAPOLIS,7555 WOODLAND DRIVE,Marion IN,46278,C1,$0,$0,$0,$37465,39.88980055,-86.26442579
INDUSTRIAL BOLTING INC,WESTFIELD,16815 SOUTHPARK DRIVE,Hamilton IN,46074,P,$0,$0,$0,$0,40.02742998,-86.14439943
INDUSTRIAL HYDRAULICS INC,INDIANAPOLIS,1005 WESTERN DR,Marion IN,46241,D3,$0,$2274,$0,$3028,39.75236572,-86.28578096
INDUSTRIAL PLATING,LAFAYETTE,120 N 36TH ST,Tippecanoe IN,47903,P,$0,$0,$0,$0,40.42372350,-86.85105119
INDUSTRIAL RECYCLING SERVICES,SEYMOUR,916 F AVENUE,Jackson IN,47274,P,$0,$959,$0,($648),38.93545100,-85.90621400
INDUSTRIAL TECH SERVICE,MARSHALL,6064 NORTH 350 EAST,Parke IN,47859,D3,$0,$770,$0,$3311,,
INDUSTRIAL TOOL & MATERIAL HANDLING,MOORESVILLE,11164 S STATE RD 67,Morgan IN,46158,D3,$0,$0,$0,$115,,
INDY DELI PROVISIONS,INDIANAPOLIS,4810 INDUSTRIAL PARKWAY,Marion IN,46226,P,$0,$0,$0,$0,39.84302422,-86.01894289
INDY DISTRO,INDIANAPOLIS,2263 DISTRIBUTOR DR,Marion IN,46241,C3,$0,$0,$0,$33741,39.73410800,-86.25780800
INDY ELEVEN,INDIANAPOLIS,1001 W NEW YORK STREET,Marion IN,46202,P,$0,$0,$0,$0,39.77167700,-86.17756000
INDY EXHAUST,INDIANAPOLIS,3220 N SHADELAND AVE,Marion IN,46226,P,$0,$0,$0,$0,39.81550440,-86.04683075
INDY HANGER,INDIANAPOLIS,1440 BROOKVILLE WAY,Marion IN,46236,D3,$0,$0,$462,$462,39.74802720,-86.04508620
INDY HANGER,INDIANAPOLIS,3333 N FRANKLIN RD,Marion IN,46226,C2,$0,$0,$0,$69509,39.81781557,-86.02672537
INDY HUMANE DOWNTOWN CLINIC,INDIANAPOLIS,456 N HOLMES AVENUE,Marion IN,46222,D3,$0,$1568,$0,$1568,39.77386000,-86.20547790
INDY IMAGING INC,INDIANAPOLIS,1300 W 16TH STREET,Marion IN,46202,P,$0,$0,$0,$0,39.78923660,-86.18550001
INDY MASONRY SERVICES LLC,INDIANAPOLIS,5342 ELMWOOD AVENUE,Marion IN,46203,P,$0,$0,$0,$0,39.70702260,-86.07635731
INDY MOBILE AUTO & TRUCK REPAIR,AVON,9255 EAST US HWY 36,Hendricks IN,46123,P,$0,$0,$0,$0,,
INDY POWDER COATING,INDIANAPOLIS,4300 W 10TH ST,Marion IN,46222,P,$0,$0,$0,$0,39.78317980,-86.23701995
INDY PRODUCTS COMPANY,MOORESVILLE,1225 INDIANAPOLIS RD,Morgan IN,46158,P,$0,$0,$0,$0,39.63020184,-86.36560152
INDY RACING FUELS LLC,GREENWOOD,926 BRIAR PATCH LANE,Johnson IN,46142,P,$0,$0,$0,$0,39.61615004,-86.12912333
INDY SOD.COM LLC,LEBANON,3554 350 W,Boone IN,46052,P,$0,$0,$0,$0,,
INDY SOFT WATER,CARMEL,4148  W 99TH STREET,Hamilton IN,46032,D3,$0,$2088,$0,$2088,39.93088600,-86.23760628
INDY TUBE FABRICATION LLC,FRANKLIN,398 CINCINNATI ST,Johnson IN,46131,D3,$0,$1531,$0,$1531,39.48793205,-86.05029876
INDY TUBE FABRICATION LLC,FRANKLIN,PO BOX 98,Johnson IN,46131,D3,$0,$0,$0,$1531,,
INDY URBAN HARDWOOD,INDIANAPOLIS,3643 E RAYMOND ST,Marion IN,46203,D3,$0,$716,$0,$716,39.73784885,-86.10436121
INFINITE OPERATIONS LLC,MILROY,8475 S 600W,Rush IN,46156,P,$0,$0,$0,$0,,
INLINE PAINTING LLC,INDIANAPOLIS,1413 E NAOMI STREET,Marion IN,46203,P,$0,$0,$0,$0,39.74234225,-86.13500172
INMAR,WINSTON SALEM,635 VINE ST,Forsyth NC,27101,P,$0,$0,$0,$0,36.10223457,-80.24030778
INNOVATIVE 3D MFG LLC,FRANKLIN,600 INTERNATIONAL DR,Johnson IN,46131,D3,$0,$270,$0,$270,39.51734630,-86.07158128
INNOVATIVE COMM SOLUTIONS INC,TERRE HAUTE,1904 N 1ST ST,Vigo IN,47804,P,$0,$0,$0,$0,39.48856468,-87.41700236
INNOVATIVE N RENOVATIONS LLC,INDIANAPOLIS,7745 E 89TH STREET,Marion IN,46256,P,$0,$0,$0,$0,,
INNOVATIVE QUALITY SOLUTIONS LLC,GRANDVIEW,4116 DR GREAVES RD,Jackson MO,64030,P,$0,$0,$0,$0,38.90331205,-94.54692406
"INOX MARKET AMERICA, LLC",MUNCIE,4401 S COWAN ROAD,Delaware IN,47302,C3,$0,$228,$32000,$32228,40.15450130,-85.40500391
INTEGRATED SERVICES,KOKOMO,2758 COMMERCE DR,Howard IN,46902,C3,$0,$0,$23842,$40124,40.45304698,-86.09254959
INTEGRATED SERVICESINC,MUNCIE,6621 N. OLD S.R. 3,Delaware IN,47303,C3,$0,$0,$7998,$23702,40.24951100,-85.36964200
INTEGRITY ONE TECHNOLOGIE,INDIANAPOLIS,801 N CAPITOL AVENUE,Marion IN,46204,D3,$0,$389,$0,$389,39.77844020,-86.16075860
INTER-CONTINENTAL GEAR & BRAKE,PLAINFIELD,923 WHITAKER RD,Hendricks IN,46168,D3,$0,$1320,$0,$1320,39.69479359,-86.34904377
INTERSTATE BATTERIES,INDIANAPOLIS,6848 EAST 21ST ST,Marion IN,46219,D3,$0,$14598,$0,$7299,39.79694850,-86.04913777
IPC EAGLE CORPORATION,BURNSVILLE,12450 OLIVER AVE S,Dakota MN,55337,P,$0,$0,$0,$0,,
IRISH DANCE TEACHERS ASSOC OF MID A,INDIANAPOLIS,10 S WEST STREET,Marion IN,46204,D3,$0,$0,$749,$749,39.76707333,-86.16720975
IRISH MECHANICAL SERVICES,INDIANAPOLIS,7008 EAST 43RD ST,Marion IN,46226,P,$0,$0,$0,$0,39.83484215,-86.04497545
IRON MOUNTAIN,INDIANAPOLIS,7901 WEST 21ST ST,Marion IN,46214,P,$0,$0,$0,$0,39.79361556,-86.30090081
IRON MOUNTAIN,INDIANAPOLIS,8257-8259 ZIONSVILLE RD,Marion IN,46268,C3,$0,$10389,$0,$10389,39.90629840,-86.26223690
IVY TECH COMM COLLEGE,KOKOMO,1912 TRIALON COURT,Howard IN,46901,P,$0,$0,$0,$0,40.50366485,-86.10366730
IWIS DRIVE SYSTEMS LLC,INDIANAPOLIS,8266 ZIONSVILLE RD,Marion IN,46268,D3,$0,$257,$0,$1604,39.90611320,-86.26082420
J & F DISTRIBUTING C,INDIANAPOLIS,3070 LAFAYETTE ROAD,Marion IN,46222,D3,$0,$0,$0,$9314,39.81061875,-86.22271807
J & J WOODCRAFTERS,THORNTOWN,2416 NORTH STATE ROAD 75,Boone IN,46071,P,$0,$0,$0,$0,,
J & S PRECISION AG INC,RICHLAND,300 S OAK STREET,Van Buren IA,52588,P,$0,$0,$0,$0,41.18221700,-91.99283000
J L WALTER,INDIANAPOLIS,2099 MONTCALM ST,Marion IN,46202,D3,$0,$0,$0,$664,39.79503690,-86.17930650
J R NEWBY,MARION,1800 WEST 4TH STREET,Grant IN,46952,P,$0,$0,$0,$0,40.55779000,-85.68355600
J R NEWBY,MARION,405 HENDERSON AVE,Grant IN,46952,P,$0,$0,$0,$0,40.56372988,-85.68265700
J&M WHOLESALE PALLET LIQUIDATION,DANVILLE,190 OLD FARM RD,Hendricks IN,46122,P,$0,$0,$0,$0,39.76396112,-86.49707407
J&N FEED SUPPLY CO,BAINBRIDGE,312 W MAIN STREET,Putnam IN,46105,P,$0,$0,$0,$0,39.76121568,-86.81480572
J&N METAL PRODUCTS LLC,BRAZIL,33N COUNTY ROAD 250W,Clay IN,47834,D3,$0,$244,$0,$244,,
J.E.T. TRANSITINC,LEAVENWORTH,6400 EINDUSTRIAL DR,Crawford IN,47137,D3,$0,$0,$0,$914,,
JACKSON JENNINGS COOP,SEYMOUR,1004 W TIPTON,Jackson IN,47274,D3,$0,$3551,$0,$3551,,
JACKSON STRIPING,RENSSELAER,1020 E EGER ROAD,Jasper IN,47978,P,$0,$0,$0,$0,,
JACOB'S FAMILY ORCHARD LLC,NEW CASTLE,4676 N CR 75W,Henry IN,47362,D3,$0,$368,$0,$368,39.99956100,-85.39898300
JAMADI A DISTRIBUTORS LLC,SEYMOUR,5756 N COUNTY ROAD 1075E,Jackson IN,47274,P,$0,$0,$0,$0,,
JAMES H SCHLATTER,MULBERRY,5665 W CR 700N,Clinton IN,46058,D3,$0,$368,$0,$368,,
JAMES RAMSEY,FRANKFORT,3817 W CR500S,Clinton IN,46041,P,$0,$0,$0,$0,,
JARDAN HOME BRAND,FISHERS,9999 E 121ST,Hamilton IN,46037,B1,$0,$0,$0,$109216,39.96308500,-85.99125500
JARMAN CONSTRUCTION & REPAIR,FRANKFORT,4265 W CR 300 N,Clinton IN,46041,D3,$0,$776,$0,$776,,
JAVO BEVERAGE COMPANY,INDIANAPOLIS,5600 W RAYMOND STREET,Marion IN,46241,D3,$0,$0,$7998,$7998,39.73582000,-86.25534000
JEFFERY C KOCH,OLDENBURG,5305 STOCKPILE ROAD,Franklin IN,47036,P,$0,$0,$0,$0,39.37967100,-85.22744300
JEREMY SMITH,BLOOMINGTON,7875 W ELWREN RD,Monroe IN,47403,P,$0,$0,$0,$0,,
JIMENEZ MR DISCOUNT,COLUMBUS,652 N GLADSTONE AVE,Bartholomew IN,47201,P,$0,$0,$0,$0,39.20590800,-85.89486200
JIMENEZ MR DISCOUNT,INDIANAPOLIS,6425 ENGLISH AVENUE,Marion IN,46219,P,$0,$0,$0,$0,39.76017105,-86.05681570
JIT SERVICES INC,INDIANAPOLIS,5136 WEST 81ST ST,Marion IN,46268,P,$0,$0,$0,$0,39.90125570,-86.24763700
JJJ CONTAINER SERVICES LLC,MORRISTOWN,707 INDUSTRIAL DRIVE,Shelby IN,46161,P,$0,$0,$0,$0,39.67534900,-85.68063500
JOHN A STAGGY,HOMER,7004 W 250S,Rush IN,46146,P,$0,$0,$0,$0,,
JOHN L CLARK,LEBANON,5350 W SR32,Boone IN,46052,P,$0,$0,$0,$0,,
JOHN TYNAN,ZIONSVILLE,2705 S COUNTY RD 875 E,Boone IN,46077,P,$0,$0,$0,$0,40.00285100,-86.29826700
JOHNSON COUNTY MAINTENANCE,FRANKLIN,1091 HOSPITAL RD,Johnson IN,46131,D3,$0,$576,$0,$576,39.47821791,-86.06558450
JOHNSON EXCAVATING,CLARKS HILL,2105 S CO RD 930W,Tippecanoe IN,47930,D3,$0,$948,$0,$948,,
JOHNSON MELLOH INC,INDIANAPOLIS,10330 E PROSPECT ST,Marion IN,46239,D3,$0,$0,$0,$979,39.75636215,-85.98356919
JOHNSON MELLOH INC,INDIANAPOLIS,5925 STOCKBERGER PL,Marion IN,46241,D3,$0,$979,$0,$979,39.71901050,-86.26350522
JOHNSON MEMORIAL HOSPITAL,FRANKLIN,1125 W JEFFERSON ST,Johnson IN,46131,P,$0,$0,$0,$0,39.47831950,-86.07631550
JOHNSON SEED,WESTBROOK,26743 C.R. 7,Cottonwood MN,56174,P,$0,$0,$0,$0,,
JOINK LLC,TERRE HAUTE,1050 COLLEGE AVENUE,Vigo IN,47807,D3,$0,$0,$0,$1657,39.45568900,-87.40271976
JOINK LLC,TERRE HAUTE,834 S. 10TH ST,Vigo IN,47805,D3,$0,$0,$0,$1657,39.45804549,-87.40298373
JON THOMPSON,BROOKSTON,7765 W SR 18,White IN,47923,P,$0,$0,$0,$0,,
JON ZEEB,GREENVILLE,1208 JOSHU CT,Bond IL,62246,P,$0,$0,$0,$0,38.90585241,-89.39534788
JONAS PRODUCTIONS,FOUNTAINTOWN,8606 N 700 W,Shelby IN,46130,P,$0,$0,$0,$0,39.64768300,-85.91183900
JONES AND FRANK CORP,INDIANAPOLIS,5460 VICTORY DR,Marion IN,46203,D3,$0,$0,$0,$968,39.70320615,-86.07352900
JONES AND FRANK CORP,INDIANAPOLIS,57 GASOLINE ALLEY,Marion IN,46222,D3,$0,$112,$856,$968,39.76854557,-86.23420200
JORDANS CAR CARE,CLOVERDALE,1 WEST STARDUST RD,Putnam IN,46120,D3,$0,$0,$0,$118,39.52605400,-86.80343000
JUPITER ALUMINUM CORP,HAMMOND,1745 165TH ST,Lake IN,46320,B2,$0,$3123,$0,$154461,41.59577300,-87.48694552
JUST ADD WATER BOATS LLC,INDIANAPOLIS,234 S FRANKLIN RD,Marion IN,46219,D3,$0,$1840,$0,$1840,39.76964620,-86.02774653
